Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DEs Base Demand	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23340.21885	23325.78991	23292.32773	23258.91586	23223.02883	23190.58435	23146.93304	23080.74355	22993.26916	22904.81054	22802.65265	22687.38411	22581.24103	22466.34381	22357.64463	22264.14355	22184.51749	22124.44704	22023.17758	21930.4173	21847.1822	21758.96115	21664.824	21558.86305	21439.8595	21320.4134	21321.15892	21321.79465	21321.34381	21320.81983	21320.31025	21320.92225	21320.50805	21321.18311	21320.69549	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114	21321.27114
DEw Base Demand	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12023.74914	12016.31605	11999.07795	11981.86577	11963.37852	11946.6647	11924.17765	11890.08004	11845.01747	11799.44788	11746.82109	11687.44033	11632.76055	11573.57108	11517.57454	11469.40731	11428.38783	11397.44245	11345.27333	11297.48773	11254.60904	11209.16184	11160.66694	11106.08099	11044.77614	10983.24329	10983.62735	10983.95485	10983.7226	10983.45266	10983.19015	10983.50543	10983.29205	10983.63981	10983.38862	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515	10983.68515
DE Base Demand Old	64357.20888	65007.28168	65663.9209	66327.19283	66997.16447	67673.9035	68357.4783	69047.95787	69745.41199	70000	70254.58801	70526.60049	70743.42563	70953.24698	71019.88713	71085.37705	71344.09674	71453.95329	71556.34883	71636.18477	71703.36683	72187.55384	72661.24527	73125.78603	73581.9328	74030.13188	74562.54722	75086.53701	75602.24623	76109.79199	76609.27549	77009.27549	77497.12507	77980.70105	78459.99561	78935.00246	79405.71682	79872.13538	80334.25624	80792.07891	81245.60422	81694.83432	82139.77263	82580.4238	83016.79369	83448.8893	83876.71876	84300.29129	84719.61717	85134.70767	85545.57509	85952.23263	86354.69443	86752.97553	87147.09179	87537.0599	87922.89736	88304.6224	88682.25401	89055.81184	89425.31624	89790.78821	90152.24934	90509.72181	90863.2284	91212.79237	91558.43754	91900.18818	92238.06905	92572.10532	92902.3226	93228.74689	93551.40454	93870.32227	94185.52712	94497.04643	94804.90786	95109.1393	95409.76891	95706.82508	96000.33641	96290.33171	96576.83994	96859.89026	97139.51195	97415.73444	97688.58726	97958.10007	98224.30259	98487.22463	98746.89606
AT Base Demand	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8638.126202	8616.765814	8567.228901	8516.274233	8461.351069	8416.392227	8419.802001	8392.87868	8333.284544	8268.833674	8184.26396	8125.02449	8073.771428	8009.812499	7952.574359	7918.603984	7807.600603	7731.769746	7583.832983	7449.715636	7333.340007	7205.715978	7067.469925	6910.976091	6728.788878	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677	6546.146677
BE Base Demand	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9609.889746	9586.126378	9531.01671	9474.329794	9413.227936	9363.211358	9290.189587	9183.309925	9040.871593	8893.704791	8725.680891	8569.235681	8422.466736	8263.750925	8113.345789	7987.711428	7880.018409	7807.767796	7662.624456	7531.331971	7417.879605	7287.548885	7146.506232	6987.048081	6801.658557	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464	6615.859464
BG Base Demand	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4348.311654	4337.559134	4312.622946	4286.973081	4259.32553	4236.693879	4161.300937	4070.525896	3964.095356	3855.897221	3739.102439	3599.310516	3464.57089	3325.959273	3191.802105	3068.231379	2961.4452	2868.839944	2750.643633	2639.130882	2535.333628	2467.931409	2397.470067	2321.503561	2237.750875	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553	2154.79553
CH Base Demand	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6755.257495	6738.553071	6699.813812	6659.96583	6617.014372	6581.855294	6411.155764	6216.481194	5998.034488	5777.312278	5544.298504	5340.394611	5143.940146	4941.686419	4745.996225	4566.004799	4482.473735	4419.39293	4315.453407	4219.889247	4134.812766	4077.002733	4012.8309	3937.881856	3847.779331	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029	3756.840029
CZ Base Demand	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8904.479306	8882.460279	8831.395915	8778.870081	8722.253384	8675.908254	8644.884046	8582.540888	8486.873623	8386.503209	8266.079319	8160.984035	8064.51858	7955.996351	7854.817798	7777.122031	7645.009222	7547.640595	7380.304543	7227.022196	7091.469127	6948.37924	6795.535934	6625.725882	6431.996806	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346	6238.6346
DE Base Demand	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	64065.11502	63906.69459	63539.30148	63161.39352	62754.053	62420.6134	61927.35698	61208.37472	60252.40382	59264.96684	58138.61239	56894.59897	55717.56837	54464.39385	53269.06819	52238.7102	51359.54882	50713.69177	49597.56225	48575.65944	47672.73507	46699.51218	45661.01896	44508.85588	43196.42813	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985	41886.92985
DK E Base Demand	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1979.173989	1974.279881	1962.929946	1951.255174	1938.671137	1928.370133	1936.301352	1937.293093	1930.72597	1922.983274	1910.48898	1878.64337	1848.886396	1816.472363	1785.84839	1760.648917	1740.98964	1729.10723	1701.00768	1675.876148	1654.623143	1626.541251	1596.043903	1561.404659	1520.934577	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558	1480.332558
DK W Base Demand	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2926.316748	2919.080542	2902.299044	2885.037257	2866.431071	2851.200475	2863.564034	2865.668127	2856.5895	2845.767129	2827.906619	2777.096189	2729.423087	2677.879976	2629.0316	2588.211144	2558.993377	2541.210613	2499.599834	2462.358763	2430.823446	2389.875586	2345.371056	2294.771008	2235.59033	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212	2176.203212
EE Base Demand	1.1	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1057.766311	1055.150663	1049.084709	1042.845146	1036.119628	1030.614273	1017.065049	999.7810005	978.6394939	957.0259284	933.2260361	920.0940225	907.9520766	894.4706652	881.8338963	871.8478012	857.6118123	847.2658141	829.0550289	812.4077532	797.7404281	781.192574	763.559415	744.0331932	721.8375085	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989	699.7015989
ES Base Demand	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29744.08228	29560.98919	29433.25192	29296.05181	29172.01297	29005.12915	28752.07939	28417.65508	28079.46793	27688.90702	27248.22259	26842.42582	26403.16102	25987.59199	25630.12696	25325.70772	25096.05172	24708.88732	24354.25447	24036.03745	23698.75861	23338.86184	22933.76137	22478.79757	22022.14186	22024.99207	22027.42255	22025.69896	22023.69571	22021.74751	22024.08727	22022.50375	22025.08459	22023.22036	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211	22025.4211
