Object_Name	Parent_Object	Target_Object	Property	Date_From	Date_To	Value	Variable	Variable_Effect	Timeslice	Timeslice_Index	Group_id	Priority	Scenario
ES Biomass 2005			Fuel	2005-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2005			Marginal Heat Rate	2005-01-01	2100-01-01	10.34482759							
ES Biomass 2005			Minimum Load	2005-01-01	2100-01-01	0							
ES Biomass 2005			Minimum Load Bid Up Heat Rate	2005-01-01	2100-01-01	0							
ES Biomass 2005			Minimum Load Bid Up Price	2005-01-01	2100-01-01	0							
ES Biomass 2005			Variable Cost	2005-01-01	2100-01-01	1							
ES Biomass 2010			Bid Up Heat Rate	2010-01-01	2100-01-01	0							
ES Biomass 2010			Bid Up Price	2010-01-01	2100-01-01	0							
ES Biomass 2010			Capacity	2010-01-01	2100-01-01	250	ES Availability Biomass	Multiply					
ES Biomass 2010			Fuel	2010-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2010			Marginal Heat Rate	2010-01-01	2100-01-01	10.28571429							
ES Biomass 2010			Minimum Load	2010-01-01	2100-01-01	0							
ES Biomass 2010			Minimum Load Bid Up Heat Rate	2010-01-01	2100-01-01	0							
ES Biomass 2010			Minimum Load Bid Up Price	2010-01-01	2100-01-01	0							
ES Biomass 2010			Variable Cost	2010-01-01	2100-01-01	1							
ES Biomass 2015			Bid Up Heat Rate	2015-01-01	2100-01-01	0							
ES Biomass 2015			Bid Up Price	2015-01-01	2100-01-01	0							
ES Biomass 2015			Capacity	2015-01-01	2100-01-01	250	ES Availability Biomass	Multiply					
ES Biomass 2015			Fuel	2015-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2015			Marginal Heat Rate	2015-01-01	2100-01-01	10.22727273							
ES Biomass 2015			Minimum Load	2015-01-01	2100-01-01	0							
ES Biomass 2015			Minimum Load Bid Up Heat Rate	2015-01-01	2100-01-01	0							
ES Biomass 2015			Minimum Load Bid Up Price	2015-01-01	2100-01-01	0							
ES Biomass 2015			Variable Cost	2015-01-01	2100-01-01	1							
ES Biomass 2020			Bid Up Heat Rate	2020-01-01	2100-01-01	0							
ES Biomass 2020			Bid Up Price	2020-01-01	2100-01-01	0							
ES Biomass 2020			Capacity	2020-01-01	2100-01-01	250	ES Availability Biomass	Multiply					
ES Biomass 2020			Fuel	2020-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2020			Marginal Heat Rate	2020-01-01	2100-01-01	10.16949153							
ES Biomass 2020			Minimum Load	2020-01-01	2100-01-01	0							
ES Biomass 2020			Minimum Load Bid Up Heat Rate	2020-01-01	2100-01-01	0							
ES Biomass 2020			Minimum Load Bid Up Price	2020-01-01	2100-01-01	0							
ES Biomass 2020			Variable Cost	2020-01-01	2100-01-01	1							
ES Biomass 2025			Bid Up Heat Rate	2025-01-01	2100-01-01	0							
ES Biomass 2025			Bid Up Price	2025-01-01	2100-01-01	0							
ES Biomass 2025			Capacity	2025-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2025			Fuel	2025-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2025			Marginal Heat Rate	2025-01-01	2100-01-01	10.11235955							
ES Biomass 2025			Minimum Load	2025-01-01	2100-01-01	0							
ES Biomass 2025			Minimum Load Bid Up Heat Rate	2025-01-01	2100-01-01	0							
ES Biomass 2025			Minimum Load Bid Up Price	2025-01-01	2100-01-01	0							
ES Biomass 2025			Variable Cost	2025-01-01	2100-01-01	1							
ES Biomass 2030			Bid Up Heat Rate	2030-01-01	2100-01-01	0							
ES Biomass 2030			Bid Up Price	2030-01-01	2100-01-01	0							
ES Biomass 2030			Capacity	2030-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2030			Fuel	2030-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2030			Marginal Heat Rate	2030-01-01	2100-01-01	10.05586592							
ES Biomass 2030			Minimum Load	2030-01-01	2100-01-01	0							
ES Biomass 2030			Minimum Load Bid Up Heat Rate	2030-01-01	2100-01-01	0							
ES Biomass 2030			Minimum Load Bid Up Price	2030-01-01	2100-01-01	0							
ES Biomass 2030			Variable Cost	2030-01-01	2100-01-01	1							
ES Biomass 2035			Bid Up Heat Rate	2035-01-01	2100-01-01	0							
ES Biomass 2035			Bid Up Price	2035-01-01	2100-01-01	0							
ES Biomass 2035			Capacity	2035-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2035			Fuel	2035-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2035			Marginal Heat Rate	2035-01-01	2100-01-01	10							
ES Biomass 2035			Minimum Load	2035-01-01	2100-01-01	0							
ES Biomass 2035			Minimum Load Bid Up Heat Rate	2035-01-01	2100-01-01	0							
ES Biomass 2035			Minimum Load Bid Up Price	2035-01-01	2100-01-01	0							
ES Biomass 2035			Variable Cost	2035-01-01	2100-01-01	1							
ES Biomass 2040			Bid Up Heat Rate	2040-01-01	2100-01-01	0							
ES Biomass 2040			Bid Up Price	2040-01-01	2100-01-01	0							
ES Biomass 2040			Capacity	2040-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2040			Fuel	2040-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2040			Marginal Heat Rate	2040-01-01	2100-01-01	9.944751381							
ES Biomass 2040			Minimum Load	2040-01-01	2100-01-01	0							
ES Biomass 2040			Minimum Load Bid Up Heat Rate	2040-01-01	2100-01-01	0							
ES Biomass 2040			Minimum Load Bid Up Price	2040-01-01	2100-01-01	0							
ES Biomass 2040			Variable Cost	2040-01-01	2100-01-01	1							
ES Biomass 2045			Bid Up Heat Rate	2045-01-01	2100-01-01	0							
ES Biomass 2045			Bid Up Price	2045-01-01	2100-01-01	0							
ES Biomass 2045			Capacity	2045-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2045			Fuel	2045-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2045			Marginal Heat Rate	2045-01-01	2100-01-01	9.89010989							
ES Biomass 2045			Minimum Load	2045-01-01	2100-01-01	0							
ES Biomass 2045			Minimum Load Bid Up Heat Rate	2045-01-01	2100-01-01	0							
ES Biomass 2045			Minimum Load Bid Up Price	2045-01-01	2100-01-01	0							
ES Biomass 2045			Variable Cost	2045-01-01	2100-01-01	1							
ES Biomass 2050			Bid Up Heat Rate	2050-01-01	2100-01-01	0							
ES Biomass 2050			Bid Up Price	2050-01-01	2100-01-01	0							
ES Biomass 2050			Capacity	2050-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2050			Fuel	2050-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2050			Marginal Heat Rate	2050-01-01	2100-01-01	9.836065574							
ES Biomass 2050			Minimum Load	2050-01-01	2100-01-01	0							
ES Biomass 2050			Minimum Load Bid Up Heat Rate	2050-01-01	2100-01-01	0							
ES Biomass 2050			Minimum Load Bid Up Price	2050-01-01	2100-01-01	0							
ES Biomass 2050			Variable Cost	2050-01-01	2100-01-01	1							
ES Biomass 2055			Bid Up Heat Rate	2055-01-01	2100-01-01	0							
ES Biomass 2055			Bid Up Price	2055-01-01	2100-01-01	0							
ES Biomass 2055			Capacity	2055-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2055			Fuel	2055-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2055			Marginal Heat Rate	2055-01-01	2100-01-01	9.782608696							
ES Biomass 2055			Minimum Load	2055-01-01	2100-01-01	0							
ES Biomass 2055			Minimum Load Bid Up Heat Rate	2055-01-01	2100-01-01	0							
ES Biomass 2055			Minimum Load Bid Up Price	2055-01-01	2100-01-01	0							
ES Biomass 2055			Variable Cost	2055-01-01	2100-01-01	1							
ES Biomass 2060			Bid Up Heat Rate	2060-01-01	2100-01-01	0							
ES Biomass 2060			Bid Up Price	2060-01-01	2100-01-01	0							
ES Biomass 2060			Capacity	2060-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2060			Fuel	2060-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2060			Marginal Heat Rate	2060-01-01	2100-01-01	9.72972973							
ES Biomass 2060			Minimum Load	2060-01-01	2100-01-01	0							
ES Biomass 2060			Minimum Load Bid Up Heat Rate	2060-01-01	2100-01-01	0							
ES Biomass 2060			Minimum Load Bid Up Price	2060-01-01	2100-01-01	0							
ES Biomass 2060			Variable Cost	2060-01-01	2100-01-01	1							
ES Biomass 2065			Bid Up Heat Rate	2065-01-01	2100-01-01	0							
ES Biomass 2065			Bid Up Price	2065-01-01	2100-01-01	0							
ES Biomass 2065			Capacity	2065-01-01	2100-01-01	0	ES Availability Biomass	Multiply					
ES Biomass 2065			Fuel	2065-01-01	2100-01-01	ES Station Biomass							
ES Biomass 2065			Marginal Heat Rate	2065-01-01	2100-01-01	9.677419355							
ES Biomass 2065			Minimum Load	2065-01-01	2100-01-01	0							
ES Biomass 2065			Minimum Load Bid Up Heat Rate	2065-01-01	2100-01-01	0							
ES Biomass 2065			Minimum Load Bid Up Price	2065-01-01	2100-01-01	0							
ES Biomass 2065			Variable Cost	2065-01-01	2100-01-01	1							
ES CCGT 1990			Bid Up Heat Rate	1990-01-01	2100-01-01	0							
ES CCGT 1990			Bid Up Price	1990-01-01	2100-01-01	0							
ES CCGT 1990			Capacity	1990-01-01	2100-01-01	1900	ES Availability CCGT	Multiply					
ES CCGT 1990			Fuel	1990-01-01	2100-01-01	ES Station Gas							
ES CCGT 1990			Marginal Heat Rate	1990-01-01	2100-01-01	6.666666667							
ES CCGT 1990			Minimum Load	1990-01-01	2100-01-01	0							
ES CCGT 1990			Minimum Load Bid Up Heat Rate	1990-01-01	2100-01-01	0							
ES CCGT 1990			Minimum Load Bid Up Price	1990-01-01	2100-01-01	0							
ES CCGT 1990			Variable Cost	1990-01-01	2100-01-01	1							
ES CCGT 1995			Bid Up Heat Rate	1995-01-01	2100-01-01	0							
ES CCGT 1995			Bid Up Price	1995-01-01	2100-01-01	0							
ES CCGT 1995			Capacity	1995-01-01	2100-01-01	1900	ES Availability CCGT	Multiply					
ES CCGT 1995			Fuel	1995-01-01	2100-01-01	ES Station Gas							
ES CCGT 1995			Marginal Heat Rate	1995-01-01	2100-01-01	6.545454545							
ES CCGT 1995			Minimum Load	1995-01-01	2100-01-01	0							
ES CCGT 1995			Minimum Load Bid Up Heat Rate	1995-01-01	2100-01-01	0							
ES CCGT 1995			Minimum Load Bid Up Price	1995-01-01	2100-01-01	0							
ES CCGT 1995			Variable Cost	1995-01-01	2100-01-01	1							
ES CCGT 2000			Bid Up Heat Rate	2000-01-01	2100-01-01	0							
ES CCGT 2000			Bid Up Price	2000-01-01	2100-01-01	0							
ES CCGT 2000			Capacity	2000-01-01	2100-01-01	1900	ES Availability CCGT	Multiply					
ES CCGT 2000			Fuel	2000-01-01	2100-01-01	ES Station Gas							
ES CCGT 2000			Marginal Heat Rate	2000-01-01	2100-01-01	6.428571429							
ES CCGT 2000			Minimum Load	2000-01-01	2100-01-01	0							
ES CCGT 2000			Minimum Load Bid Up Heat Rate	2000-01-01	2100-01-01	0							
ES CCGT 2000			Minimum Load Bid Up Price	2000-01-01	2100-01-01	0							
ES CCGT 2000			Variable Cost	2000-01-01	2100-01-01	1							
ES CCGT 2005			Bid Up Heat Rate	2005-01-01	2100-01-01	0							
ES CCGT 2005			Bid Up Price	2005-01-01	2100-01-01	0							
ES CCGT 2005			Capacity	2005-01-01	2100-01-01	1900	ES Availability CCGT	Multiply					
ES CCGT 2005			Fuel	2005-01-01	2100-01-01	ES Station Gas							
ES CCGT 2005			Marginal Heat Rate	2005-01-01	2100-01-01	6.315789474							
ES CCGT 2005			Minimum Load	2005-01-01	2100-01-01	0							
ES CCGT 2005			Minimum Load Bid Up Heat Rate	2005-01-01	2100-01-01	0							
ES CCGT 2005			Minimum Load Bid Up Price	2005-01-01	2100-01-01	0							
ES CCGT 2005			Variable Cost	2005-01-01	2100-01-01	1							
ES CCGT 2010			Bid Up Heat Rate	2010-01-01	2100-01-01	0							
ES CCGT 2010			Bid Up Price	2010-01-01	2100-01-01	0							
ES CCGT 2010			Capacity	2010-01-01	2100-01-01	2900	ES Availability CCGT	Multiply					
ES CCGT 2010			Fuel	2010-01-01	2100-01-01	ES Station Gas							
ES CCGT 2010			Marginal Heat Rate	2010-01-01	2100-01-01	6.206896552							
ES CCGT 2010			Minimum Load	2010-01-01	2100-01-01	0							
ES CCGT 2010			Minimum Load Bid Up Heat Rate	2010-01-01	2100-01-01	0							
ES CCGT 2010			Minimum Load Bid Up Price	2010-01-01	2100-01-01	0							
ES CCGT 2010			Variable Cost	2010-01-01	2100-01-01	1							
ES CCGT 2015			Bid Up Heat Rate	2015-01-01	2100-01-01	0							
ES CCGT 2015			Bid Up Price	2015-01-01	2100-01-01	0							
ES CCGT 2015			Capacity	2015-01-01	2100-01-01	2900	ES Availability CCGT	Multiply					
ES CCGT 2015			Fuel	2015-01-01	2100-01-01	ES Station Gas							
ES CCGT 2015			Marginal Heat Rate	2015-01-01	2100-01-01	6.101694915							
ES CCGT 2015			Minimum Load	2015-01-01	2100-01-01	0							
ES CCGT 2015			Minimum Load Bid Up Heat Rate	2015-01-01	2100-01-01	0							
ES CCGT 2015			Minimum Load Bid Up Price	2015-01-01	2100-01-01	0							
ES CCGT 2015			Variable Cost	2015-01-01	2100-01-01	1							
ES CCGT 2020			Bid Up Heat Rate	2020-01-01	2100-01-01	0							
ES CCGT 2020			Bid Up Price	2020-01-01	2100-01-01	0							
ES CCGT 2020			Capacity	2020-01-01	2100-01-01	2900	ES Availability CCGT	Multiply					
ES CCGT 2020			Fuel	2020-01-01	2100-01-01	ES Station Gas							
ES CCGT 2020			Marginal Heat Rate	2020-01-01	2100-01-01	6.1							
ES CCGT 2020			Minimum Load	2020-01-01	2100-01-01	870							
ES CCGT 2020			Minimum Load Bid Up Heat Rate	2020-01-01	2100-01-01	0							
ES CCGT 2020			Minimum Load Bid Up Price	2020-01-01	2100-01-01	0							
ES CCGT 2020			Variable Cost	2020-01-01	2100-01-01	1							
ES CCGT 2025			Bid Up Heat Rate	2025-01-01	2100-01-01	0							
ES CCGT 2025			Bid Up Price	2025-01-01	2100-01-01	0							
ES CCGT 2025			Capacity	2025-01-01	2100-01-01	0	ES Availability CCGT	Multiply					
ES CCGT 2025			Fuel	2025-01-01	2100-01-01	ES Station Gas							
ES CCGT 2025			Marginal Heat Rate	2025-01-01	2100-01-01	6.08							
ES CCGT 2025			Minimum Load	2025-01-01	2100-01-01	0							
ES CCGT 2025			Minimum Load Bid Up Heat Rate	2025-01-01	2100-01-01	0							
ES CCGT 2025			Minimum Load Bid Up Price	2025-01-01	2100-01-01	0							
ES CCGT 2025			Variable Cost	2025-01-01	2100-01-01	1							
ES CCGT 2030			Bid Up Heat Rate	2030-01-01	2100-01-01	0							
ES CCGT 2030			Bid Up Price	2030-01-01	2100-01-01	0							
ES CCGT 2030			Capacity	2030-01-01	2100-01-01	2500	ES Availability CCGT	Multiply					
ES CCGT 2030			Fuel	2030-01-01	2100-01-01	ES Station Gas							
ES CCGT 2030			Marginal Heat Rate	2030-01-01	2100-01-01	6.06							
ES CCGT 2030			Minimum Load	2030-01-01	2100-01-01	0							
ES CCGT 2030			Minimum Load Bid Up Heat Rate	2030-01-01	2100-01-01	0							
ES CCGT 2030			Minimum Load Bid Up Price	2030-01-01	2100-01-01	0							
ES CCGT 2030			Variable Cost	2030-01-01	2100-01-01	1							
ES CCGT 2031			Bid Up Heat Rate	2031-01-01	2100-01-01	0							
ES CCGT 2031			Bid Up Price	2031-01-01	2100-01-01	0							
ES CCGT 2031			Capacity	2031-01-01	2100-01-01	0	ES Availability CCGT	Multiply					
ES CCGT 2031			Fuel	2031-01-01	2100-01-01	ES Station Gas							
ES CCGT 2031			Marginal Heat Rate	2031-01-01	2100-01-01	6.04							
ES CCGT 2031			Minimum Load	2031-01-01	2100-01-01	0							
ES CCGT 2031			Minimum Load Bid Up Heat Rate	2031-01-01	2100-01-01	0							
ES CCGT 2031			Minimum Load Bid Up Price	2031-01-01	2100-01-01	0							
ES CCGT 2031			Variable Cost	2031-01-01	2100-01-01	1							
ES CCGT 2032			Bid Up Heat Rate	2032-01-01	2100-01-01	0							
ES CCGT 2032			Bid Up Price	2032-01-01	2100-01-01	0							
ES CCGT 2032			Capacity	2032-01-01	2100-01-01	0	ES Availability CCGT	Multiply					
ES CCGT 2032			Fuel	2032-01-01	2100-01-01	ES Station Gas							
ES CCGT 2032			Marginal Heat Rate	2032-01-01	2100-01-01	6.02							
ES CCGT 2032			Minimum Load	2032-01-01	2100-01-01	0							
ES CCGT 2032			Minimum Load Bid Up Heat Rate	2032-01-01	2100-01-01	0							
ES CCGT 2032			Minimum Load Bid Up Price	2032-01-01	2100-01-01	0							
ES CCGT 2032			Variable Cost	2032-01-01	2100-01-01	1							
ES CCGT 2033			Bid Up Heat Rate	2033-01-01	2100-01-01	0							
ES CCGT 2033			Bid Up Price	2033-01-01	2100-01-01	0							
ES CCGT 2033			Capacity	2033-01-01	2100-01-01	0	ES Availability CCGT	Multiply					
ES CCGT 2033			Fuel	2033-01-01	2100-01-01	ES Station Gas							
ES CCGT 2033			Marginal Heat Rate	2033-01-01	2100-01-01	6							
ES CCGT 2033			Minimum Load	2033-01-01	2100-01-01	0							
ES CCGT 2033			Minimum Load Bid Up Heat Rate	2033-01-01	2100-01-01	0							
ES CCGT 2033			Minimum Load Bid Up Price	2033-01-01	2100-01-01	0							
ES CCGT 2033			Variable Cost	2033-01-01	2100-01-01	1							
ES CCGT 2034			Bid Up Heat Rate	2034-01-01	2100-01-01	0							
ES CCGT 2034			Bid Up Price	2034-01-01	2100-01-01	0							
ES CCGT 2034			Capacity	2034-01-01	2100-01-01	0	ES Availability CCGT	Multiply					
ES CCGT 2034			Fuel	2034-01-01	2100-01-01	ES Station Gas							
